Name Year Run,TotalBACS
P22 2011 1,0
P22 2011 2,0
P22 2011 3,0
P22 2012 1,0
P22 2012 2,0
P22 2012 3,1
P22 2013 1,0
P22 2013 2,0
P22 2013 3,0
P22 2014 1,0
P22 2014 2,0
P22 2014 3,0
P22 2015 1,0
P22 2015 2,0
P23 2007 1,0
P23 2007 2,1
P23 2007 3,1
P23 2008 1,0
P23 2008 2,2
P23 2008 3,0
P23 2009 1,2
P23 2009 2,1
P23 2009 3,2
P24 2007 1,0
P24 2007 2,0
P24 2007 3,0
P24 2008 1,0
P24 2008 2,0
P24 2008 3,0
P24 2009 1,0
P24 2009 2,1
P24 2009 3,0
P25 2007 1,0
P25 2007 2,1
P25 2007 3,0
P25 2008 1,0
P25 2008 2,0
P25 2008 3,0
P25 2009 1,1
P25 2009 2,1
P25 2009 3,1
P26 2007 1,0
P26 2007 2,2
P26 2007 3,2
P26 2008 1,0
P26 2008 2,0
P26 2008 3,0
P26 2009 1,0
P26 2009 2,0
P26 2009 3,1
P26 2011 1,0
P26 2011 2,0
P26 2011 3,1
P26 2012 1,2
P26 2012 2,1
P26 2012 3,2
P26 2013 1,1
P26 2013 2,1
P26 2013 3,0
P26 2014 1,0
P26 2014 2,0
P26 2014 3,0
P26 2015 1,0
P26 2015 2,1
P3 2007 1,0
P3 2007 2,0
P3 2007 3,0
P3 2008 1,2
P3 2008 2,0
P3 2008 3,1
P3 2009 1,2
P3 2009 2,0
P3 2009 3,0
P3 2011 1,0
P3 2011 2,2
P3 2011 3,0
P3 2012 1,0
P3 2012 2,1
P3 2012 3,1
P3 2013 1,1
P3 2013 2,1
P3 2013 3,2
P3 2014 1,0
P3 2014 2,0
P3 2014 3,0
P3 2015 1,0
P3 2015 2,0
P4 2007 1,1
P4 2007 2,0
P4 2007 3,0
P4 2008 1,0
P4 2008 2,0
P4 2008 3,0
P4 2009 1,1
P4 2009 2,1
P4 2009 3,0
P5 2007 1,2
P5 2007 2,0
P5 2007 3,1
P5 2008 1,0
P5 2008 2,0
P5 2008 3,0
P5 2009 1,1
P5 2009 2,0
P5 2009 3,0
P6 2007 1,0
P6 2007 2,0
P6 2007 3,1
P6 2008 1,1
P6 2008 2,0
P6 2008 3,1
P6 2009 1,0
P6 2009 2,1
P6 2009 3,0
P7 2007 1,4
P7 2007 2,2
P7 2007 3,4
P7 2008 1,0
P7 2008 2,0
P7 2008 3,0
P7 2009 1,2
P7 2009 2,1
P7 2009 3,0
P8 2007 1,0
P8 2007 2,0
P8 2007 3,0
P8 2008 1,0
P8 2008 2,0
P8 2008 3,0
P8 2009 1,1
P8 2009 2,0
P8 2009 3,0
P9 2007 1,1
P9 2007 2,0
P9 2007 3,2
P9 2008 1,0
P9 2008 2,0
P9 2008 3,1
P9 2009 1,0
P9 2009 2,0
P9 2009 3,0
P9 2011 1,0
P9 2011 2,0
P9 2011 3,0
P9 2012 1,1
P9 2012 2,2
P9 2012 3,2
P9 2013 1,0
P9 2013 2,0
P9 2013 3,0
P9 2014 1,0
P9 2014 2,0
P9 2014 3,0
P9 2015 1,0
P9 2015 2,0
Q1 2007 1,1
Q1 2007 2,0
Q1 2007 3,1
Q1 2008 1,0
Q1 2008 2,0
Q1 2008 3,0
Q1 2009 1,0
Q1 2009 2,1
Q1 2009 3,1
Q1 2010 1,0
Q1 2010 2,1
Q1 2010 3,0
Q10 2007 1,1
Q10 2007 2,0
Q10 2007 3,1
Q10 2008 1,0
Q10 2008 2,0
Q10 2008 3,0
Q10 2009 1,0
Q10 2009 2,0
Q10 2009 3,0
Q10 2010 1,1
Q10 2010 2,1
Q10 2010 3,1
Q11 2007 1,1
Q11 2007 2,0
Q11 2007 3,1
Q11 2008 1,4
Q11 2008 2,0
Q11 2008 3,0
Q11 2009 1,2
Q11 2009 2,1
Q11 2009 3,1
Q11 2010 1,0
Q11 2010 2,0
Q11 2010 3,0
Q11 2011 1,0
Q11 2011 2,0
Q11 2012 1,1
Q11 2012 2,0
Q11 2012 3,1
Q11 2013 1,0
Q11 2013 2,0
Q11 2013 3,0
Q11 2014 1,0
Q11 2014 2,2
Q11 2014 3,0
Q11 2015 1,1
Q11 2015 2,0
Q12 2007 1,0
Q12 2007 2,0
Q12 2007 3,0
Q12 2008 1,0
Q12 2008 2,0
Q12 2008 3,0
Q12 2009 1,0
Q12 2009 2,0
Q12 2009 3,0
Q12 2010 1,0
Q12 2010 2,0
Q12 2010 3,0
Q12 2011 1,0
Q12 2011 2,0
Q12 2011 3,0
Q12 2012 1,0
Q12 2012 2,0
Q12 2012 3,0
Q12 2013 1,0
Q12 2013 2,0
Q12 2013 3,0
Q12 2014 1,1
Q12 2014 2,1
Q12 2014 3,0
Q12 2015 1,0
Q12 2015 2,0
Q13 2007 1,0
Q13 2007 2,0
Q13 2007 3,0
Q13 2008 1,0
Q13 2008 2,1
Q13 2008 3,0
Q13 2009 1,0
Q13 2009 2,0
Q13 2009 3,0
Q13 2010 1,0
Q13 2010 2,0
Q13 2010 3,0
Q14 2007 1,0
Q14 2007 2,0
Q14 2007 3,0
Q14 2008 1,0
Q14 2008 2,0
Q14 2008 3,1
Q14 2009 1,0
Q14 2009 2,0
Q14 2009 3,0
Q14 2010 1,1
Q14 2010 2,0
Q14 2010 3,0
Q15 2007 1,1
Q15 2007 2,0
Q15 2007 3,1
Q15 2008 1,1
Q15 2008 2,1
Q15 2008 3,0
Q15 2009 1,0
Q15 2009 2,0
Q15 2009 3,0
Q15 2010 1,0
Q15 2010 2,0
Q15 2010 3,0
Q15 2011 1,2
Q15 2011 2,0
Q15 2011 3,0
Q15 2012 1,0
Q15 2012 2,0
Q15 2012 3,0
Q15 2013 1,0
Q15 2013 2,0
Q15 2013 3,0
Q15 2014 1,0
Q15 2014 2,0
Q15 2014 3,0
Q15 2015 1,0
Q15 2015 2,1
Q16 2007 1,0
Q16 2007 2,0
Q16 2007 3,0
Q16 2008 1,0
Q16 2008 2,0
Q16 2008 3,0
Q16 2009 1,0
Q16 2009 2,0
Q16 2009 3,0
Q16 2010 1,0
Q16 2010 2,0
Q16 2010 3,0
Q17 2007 1,0
Q17 2007 2,0
Q17 2007 3,0
Q17 2008 1,0
Q17 2008 2,0
Q17 2008 3,0
Q17 2009 1,0
Q17 2009 2,0
Q17 2009 3,0
Q17 2010 1,0
Q17 2010 2,0
Q17 2010 3,0
Q18 2007 1,0
Q18 2007 2,0
Q18 2007 3,0
Q18 2008 1,0
Q18 2008 2,0
Q18 2008 3,0
Q18 2009 1,0
Q18 2009 2,0
Q18 2009 3,0
Q18 2010 1,0
Q18 2010 2,0
Q18 2010 3,0
Q19 2007 1,0
Q19 2007 2,0
Q19 2007 3,0
Q19 2008 1,0
Q19 2008 2,0
Q19 2008 3,0
Q19 2009 1,0
Q19 2009 2,0
Q19 2009 3,0
Q19 2010 1,0
Q19 2010 2,0
Q19 2010 3,0
Q19 2011 1,1
Q19 2011 2,1
Q19 2011 3,0
Q19 2012 1,0
Q19 2012 2,0
Q19 2012 3,0
Q19 2013 1,0
Q19 2013 2,0
Q19 2013 3,0
Q19 2014 1,0
Q19 2014 2,0
Q19 2014 3,0
Q19 2015 1,0
Q19 2015 2,0
Q2 2007 1,0
Q2 2007 2,0
Q2 2007 3,0
Q2 2008 1,0
Q2 2008 2,0
Q2 2008 3,0
Q2 2009 1,0
Q2 2009 2,0
Q2 2009 3,0
Q2 2010 1,0
Q2 2010 2,0
Q2 2010 3,0
Q2 2011 1,0
Q2 2011 2,0
Q2 2011 3,0
Q2 2012 1,0
Q2 2012 2,0
Q2 2013 1,0
Q2 2013 2,0
Q2 2013 3,0
Q2 2014 1,0
Q2 2014 2,0
Q2 2014 3,0
Q2 2015 1,0
Q2 2015 2,0
Q20 2007 1,0
Q20 2007 2,0
Q20 2007 3,0
Q20 2008 1,0
Q20 2008 2,0
Q20 2008 3,0
Q20 2009 1,0
Q20 2009 2,0
Q20 2009 3,0
Q20 2010 1,0
Q21 2007 1,1
Q21 2007 2,0
Q21 2007 3,0
Q21 2008 1,0
Q21 2008 2,0
Q21 2008 3,0
Q21 2009 1,0
Q21 2009 2,0
Q21 2009 3,0
Q22 2007 1,3
Q22 2007 2,1
Q22 2007 3,2
Q22 2008 1,3
Q22 2008 2,0
Q22 2008 3,1
Q22 2009 1,0
Q22 2009 2,0
Q22 2009 3,0
Q23 2007 1,3
Q23 2007 2,0
Q23 2007 3,3
Q23 2008 1,3
Q23 2008 2,2
Q23 2008 3,1
Q23 2009 1,0
Q23 2009 2,0
Q23 2009 3,0
Q23 2010 1,2
Q23 2010 2,0
Q23 2010 3,0
Q23 2011 1,1
Q23 2011 2,0
Q23 2011 3,0
Q23 2012 1,1
Q23 2012 2,1
Q23 2012 3,1
Q23 2013 1,0
Q23 2013 2,0
Q23 2013 3,0
Q23 2014 1,2
Q23 2014 2,0
Q23 2014 3,1
Q23 2015 1,0
Q23 2015 2,0
Q24 2007 1,0
Q24 2007 2,1
Q24 2007 3,1
Q24 2008 1,2
Q24 2008 2,0
Q24 2008 3,1
Q24 2009 1,0
Q24 2009 2,1
Q24 2009 3,0
Q24 2010 1,0
Q24 2010 2,0
Q24 2010 3,0
Q25 2007 1,0
Q25 2007 2,0
Q25 2007 3,0
Q25 2008 1,0
Q25 2008 2,0
Q25 2008 3,0
Q25 2009 1,0
Q25 2009 2,0
Q25 2009 3,0
Q3 2007 1,0
Q3 2007 2,0
Q3 2007 3,0
Q3 2008 1,1
Q3 2008 2,2
Q3 2008 3,1
Q3 2009 1,0
Q3 2009 2,0
Q3 2009 3,0
Q3 2010 1,0
Q3 2010 2,0
Q3 2010 3,0
Q4 2007 1,0
Q4 2007 2,0
Q4 2007 3,1
Q4 2008 1,1
Q4 2008 2,0
Q4 2008 3,0
Q4 2009 1,0
Q4 2009 2,0
Q4 2009 3,0
Q4 2010 1,0
Q4 2010 2,0
Q4 2010 3,0
Q4 2011 1,0
Q4 2011 2,0
Q4 2011 3,0
Q4 2012 1,0
Q4 2012 2,0
Q4 2012 3,0
Q4 2013 1,1
Q4 2013 2,1
Q4 2013 3,1
Q4 2014 1,0
Q4 2014 2,0
Q4 2014 3,0
Q4 2015 1,1
Q4 2015 2,2
Q5 2007 1,2
Q5 2007 2,1
Q5 2007 3,3
Q5 2008 1,0
Q5 2008 2,1
Q5 2008 3,1
Q5 2009 1,2
Q5 2009 2,0
Q5 2009 3,0
Q5 2010 1,0
Q5 2010 2,0
Q5 2010 3,0
Q5 2011 1,0
Q5 2011 2,0
Q5 2011 3,0
Q5 2012 1,0
Q5 2012 2,0
Q5 2012 3,2
Q5 2013 1,1
Q5 2013 2,2
Q5 2013 3,0
Q5 2014 1,0
Q5 2014 2,0
Q5 2014 3,0
Q5 2015 1,0
Q5 2015 2,1
Q6 2007 1,0
Q6 2007 2,0
Q6 2007 3,2
Q6 2008 1,0
Q6 2008 2,1
Q6 2008 3,1
Q6 2009 1,0
Q6 2009 2,0
Q6 2009 3,1
Q6 2010 1,1
Q6 2010 2,1
Q6 2010 3,1
Q7 2007 1,0
Q7 2007 2,0
Q7 2007 3,0
Q7 2008 1,0
Q7 2008 2,0
Q7 2008 3,0
Q7 2009 1,0
Q7 2009 2,0
Q7 2009 3,0
Q7 2010 1,0
Q7 2010 2,0
Q7 2010 3,0
Q7 2011 1,0
Q7 2011 2,0
Q7 2012 1,0
Q7 2012 2,0
Q7 2012 3,0
Q7 2013 1,0
Q7 2013 2,0
Q7 2013 3,0
Q7 2014 1,0
Q7 2014 2,0
Q7 2014 3,0
Q7 2015 1,0
Q7 2015 2,0
Q8 2007 1,2
Q8 2007 2,0
Q8 2007 3,0
Q8 2008 1,0
Q8 2008 2,0
Q8 2008 3,0
Q8 2009 1,0
Q8 2009 2,0
Q8 2009 3,0
Q8 2010 1,0
Q8 2010 2,0
Q8 2010 3,0
Q9 2007 1,2
Q9 2007 2,0
Q9 2007 3,2
Q9 2008 1,0
Q9 2008 2,0
Q9 2008 3,0
Q9 2009 1,1
Q9 2009 2,2
Q9 2009 3,1
Q9 2010 1,1
Q9 2010 2,0
Q9 2010 3,1
R1 2006 1,2
R1 2006 2,1
R1 2006 3,0
R1 2006 4,1
R1 2006 5,1
R1 2007 1,1
R1 2007 2,0
R1 2007 3,1
R1 2008 1,4
R1 2008 2,2
R1 2008 3,2
R1 2009 1,0
R1 2009 2,0
R1 2009 3,0
R1 2011 1,2
R1 2011 2,0
R1 2011 3,0
R1 2012 1,1
R1 2012 2,1
R1 2012 3,0
R1 2013 1,1
R1 2013 2,0
R1 2013 3,0
R1 2014 1,0
R1 2014 2,0
R1 2014 3,0
R1 2015 1,3
R1 2015 2,3
R1 2015 3,3
R10 2006 1,0
R10 2006 2,1
R10 2006 3,0
R10 2006 4,0
R10 2006 5,1
R10 2007 1,2
R10 2007 2,0
R10 2007 3,1
R10 2008 1,0
R10 2008 2,0
R10 2008 3,0
R10 2009 1,0
R10 2009 2,0
R10 2009 3,0
R11 2006 1,1
R11 2006 2,0
R11 2006 3,1
R11 2006 4,0
R11 2006 5,0
R11 2007 1,0
R11 2007 2,0
R11 2007 3,0
R11 2008 1,1
R11 2008 2,0
R11 2008 3,0
R11 2009 1,0
R11 2009 2,0
R11 2009 3,0
R12 2006 1,1
R12 2006 2,0
R12 2006 3,0
R12 2006 4,0
R12 2006 5,0
R12 2007 1,1
R12 2007 2,0
R12 2007 3,1
R12 2008 1,0
R12 2008 2,1
R12 2008 3,1
R12 2009 1,2
R12 2009 2,1
R12 2009 3,2
R12 2011 1,2
R12 2011 2,2
R12 2011 3,2
R12 2012 1,2
R12 2012 2,0
R12 2012 3,0
R12 2013 1,2
R12 2013 2,0
R12 2013 3,0
R12 2014 1,0
R12 2014 2,0
R12 2014 3,0
R12 2015 1,2
R12 2015 2,0
R12 2015 3,2
R13 2006 1,0
R13 2006 2,1
R13 2006 3,0
R13 2006 4,0
R13 2006 5,0
R13 2007 1,1
R13 2007 2,0
R13 2007 3,1
R13 2008 1,0
R13 2008 2,0
R13 2008 3,0
R13 2009 1,2
R13 2009 2,1
R13 2009 3,0
R14 2006 1,0
R14 2006 2,0
R14 2006 3,0
R14 2006 4,0
R14 2006 5,0
R14 2007 1,0
R14 2007 2,0
R14 2007 3,0
R14 2008 1,0
R14 2008 2,0
R14 2008 3,0
R14 2009 1,0
R14 2009 2,0
R14 2009 3,0
R14 2011 1,0
R14 2011 2,0
R14 2011 3,1
R14 2012 1,2
R14 2012 2,0
R14 2012 3,0
R14 2013 1,0
R14 2013 2,0
R14 2013 3,0
R14 2014 1,0
R14 2014 2,0
R14 2014 3,0
R14 2015 1,0
R14 2015 2,0
R14 2015 3,0
R15 2006 1,0
R15 2006 2,0
R15 2006 3,0
R15 2006 4,0
R15 2006 5,0
R15 2007 1,1
R15 2007 2,0
R15 2007 3,1
R15 2008 1,0
R15 2008 2,0
R15 2008 3,0
R15 2009 1,0
R15 2009 2,0
R15 2009 3,0
R16 2006 1,0
R16 2006 2,2
R16 2006 3,1
R16 2006 4,1
R16 2006 5,2
R16 2007 1,1
R16 2007 2,1
R16 2007 3,0
R16 2008 1,0
R16 2008 2,0
R16 2008 3,0
R16 2009 1,0
R16 2009 2,0
R16 2009 3,0
R16 2011 1,1
R16 2011 2,1
R16 2011 3,1
R16 2012 1,2
R16 2012 2,1
R16 2012 3,0
R16 2013 1,0
R16 2013 2,0
R16 2013 3,1
R16 2014 1,1
R16 2014 2,0
R16 2014 3,0
R16 2015 1,2
R16 2015 2,0
R16 2015 3,0
R17 2006 1,2
R17 2006 2,0
R17 2006 3,1
R17 2006 4,0
R17 2006 5,2
R17 2007 1,0
R17 2007 2,2
R17 2007 3,0
R17 2008 1,1
R17 2008 2,1
R17 2008 3,1
R17 2009 1,0
R17 2009 2,0
R17 2009 3,0
R18 2007 1,2
R18 2007 2,1
R18 2007 3,2
R18 2008 1,2
R18 2008 2,2
R18 2008 3,1
R18 2009 1,2
R18 2009 2,1
R18 2009 3,0
R18 2011 1,0
R18 2011 2,0
R18 2011 3,1
R18 2012 1,3
R18 2012 2,1
R18 2012 3,1
R18 2013 1,1
R18 2013 2,0
R18 2013 3,0
R18 2014 1,2
R18 2014 2,2
R18 2014 3,0
R18 2015 1,0
R18 2015 2,0
R18 2015 3,1
R19 2006 1,2
R19 2006 2,1
R19 2006 3,2
R19 2006 4,1
R19 2006 5,1
R19 2007 1,2
R19 2007 2,1
R19 2007 3,1
R19 2008 1,2
R19 2008 2,4
R19 2008 3,1
R19 2009 1,4
R19 2009 2,0
R19 2009 3,1
R2 2006 1,0
R2 2006 2,1
R2 2006 3,0
R2 2006 4,0
R2 2006 5,0
R2 2007 1,0
R2 2007 2,0
R2 2007 3,1
R2 2008 1,0
R2 2008 2,0
R2 2008 3,0
R2 2009 1,2
R2 2009 2,1
R2 2009 3,0
R20 2006 1,1
R20 2006 2,0
R20 2006 3,0
R20 2006 4,1
R20 2006 5,1
R20 2007 1,0
R20 2007 2,1
R20 2007 3,0
R20 2008 1,1
R20 2008 3,0
R20 2009 1,3
R20 2009 2,3
R20 2009 3,0
R20 2011 1,0
R20 2011 2,0
R20 2011 3,1
R20 2012 1,0
R20 2012 2,1
R20 2012 3,1
R20 2013 1,1
R20 2013 2,0
R20 2013 3,2
R20 2014 1,0
R20 2014 2,0
R20 2014 3,0
R20 2015 1,0
R20 2015 2,0
R20 2015 3,0
R21 2006 1,0
R21 2006 2,1
R21 2006 3,0
R21 2006 4,0
R21 2006 5,0
R21 2007 1,1
R21 2007 2,1
R21 2007 3,1
R21 2008 1,1
R21 2008 2,2
R21 2008 3,1
R21 2009 1,1
R21 2009 2,2
R21 2009 3,0
R22 2006 1,0
R22 2006 2,0
R22 2006 3,0
R22 2006 4,0
R22 2006 5,0
R22 2007 1,0
R22 2007 2,0
R22 2007 3,1
R22 2008 1,0
R22 2008 2,1
R22 2008 3,1
R22 2009 1,0
R22 2009 2,0
R22 2009 3,0
R22 2013 1,1
R23 2006 1,0
R23 2006 2,1
R23 2006 3,1
R23 2006 4,1
R23 2006 5,0
R23 2007 1,0
R23 2007 2,0
R23 2007 3,0
R23 2008 1,1
R23 2008 2,2
R23 2008 3,0
R23 2009 1,1
R23 2009 2,0
R23 2009 3,0
R24 2006 1,1
R24 2006 2,1
R24 2006 3,0
R24 2006 4,3
R24 2006 5,0
R24 2007 1,0
R24 2007 2,0
R24 2007 3,0
R24 2008 1,0
R24 2008 2,1
R24 2008 3,1
R24 2009 1,1
R24 2009 2,1
R24 2009 3,0
R25 2006 1,1
R25 2006 2,0
R25 2006 3,0
R25 2006 4,1
R25 2006 5,0
R25 2007 1,0
R25 2007 2,1
R25 2007 3,1
R25 2008 1,0
R25 2008 2,0
R25 2008 3,0
R25 2009 1,0
R25 2009 2,1
R25 2009 3,0
R25 2011 1,0
R25 2011 2,0
R25 2012 1,0
R25 2012 2,0
R25 2013 1,0
R25 2013 2,0
R25 2014 1,0
R25 2014 2,0
R25 2015 1,1
R25 2015 2,1
R25 2015 3,0
R26 2006 1,1
R26 2006 2,0
R26 2006 3,0
R26 2006 4,0
R26 2006 5,1
R26 2007 1,0
R26 2007 2,0
R26 2007 3,1
R26 2008 1,0
R26 2008 2,0
R26 2008 3,0
R26 2009 1,0
R26 2009 2,3
R26 2009 3,0
R27 2006 1,0
R27 2006 2,0
R27 2006 3,0
R27 2006 4,0
R27 2006 5,0
R27 2007 1,0
R27 2007 2,1
R27 2007 3,0
R27 2008 1,0
R27 2008 2,0
R27 2008 3,0
R27 2009 1,1
R27 2009 2,0
R3 2006 1,0
R3 2006 2,0
R3 2006 3,0
R3 2006 4,0
R3 2006 5,1
R3 2007 1,0
R3 2007 2,0
R3 2007 3,2
R3 2008 1,1
R3 2008 2,1
R3 2008 3,1
R3 2009 1,0
R3 2009 2,0
R3 2009 3,0
R3 2011 1,0
R3 2011 2,0
R3 2011 3,2
R3 2012 1,0
R3 2012 2,0
R3 2012 3,1
R3 2013 1,1
R3 2013 2,0
R3 2013 3,1
R3 2014 1,0
R3 2014 2,0
R3 2014 3,0
R3 2015 1,0
R3 2015 2,0
R3 2015 3,1
R4 2006 1,0
R4 2006 2,0
R4 2006 3,0
R4 2006 4,0
R4 2006 5,1
R4 2007 1,1
R4 2007 2,1
R4 2007 3,0
R4 2008 1,1
R4 2008 2,0
R4 2008 3,2
R4 2009 1,0
R4 2009 2,0
R4 2009 3,0
R5 2006 1,0
R5 2006 2,0
R5 2006 3,0
R5 2006 4,0
R5 2006 5,0
R5 2007 1,0
R5 2007 2,0
R5 2007 3,1
R5 2008 1,0
R5 2008 2,0
R5 2008 3,0
R5 2009 1,0
R5 2009 2,0
R5 2009 3,0
R5 2011 1,2
R5 2011 2,3
R5 2011 3,4
R5 2012 1,0
R5 2012 2,0
R5 2012 3,0
R5 2013 1,0
R5 2013 2,1
R5 2013 3,1
R5 2014 1,0
R5 2014 3,0
R5 2015 1,0
R5 2015 2,1
R5 2015 3,1
R6 2006 1,0
R6 2006 2,1
R6 2006 3,0
R6 2006 4,0
R6 2006 5,1
R6 2007 1,0
R6 2007 2,1
R6 2007 3,1
R6 2008 1,0
R6 2008 2,0
R6 2008 3,0
R6 2009 1,1
R6 2009 2,0
R6 2009 3,1
R6 2011 1,0
R6 2011 2,0
R6 2011 3,0
R6 2012 1,0
R6 2012 2,0
R6 2012 3,0
R6 2013 1,0
R6 2013 2,0
R6 2013 3,1
R6 2014 1,0
R6 2014 2,0
R6 2014 3,0
R6 2015 1,0
R6 2015 2,1
R6 2015 3,0
R7 2006 1,0
R7 2006 2,0
R7 2006 3,0
R7 2006 4,0
R7 2006 5,0
R7 2007 1,0
R7 2007 2,0
R7 2007 3,1
R7 2008 1,0
R7 2008 2,0
R7 2008 3,0
R7 2009 1,1
R7 2009 2,1
R7 2009 3,0
R8 2006 1,0
R8 2006 2,0
R8 2006 3,0
R8 2006 4,0
R8 2006 5,0
R8 2007 1,0
R8 2007 2,0
R8 2007 3,0
R8 2008 1,0
R8 2008 2,0
R8 2008 3,0
R8 2009 1,3
R8 2009 2,0
R8 2009 3,0
R8 2011 1,1
R8 2011 2,1
R8 2011 3,1
R8 2012 1,0
R8 2012 2,0
R8 2012 3,0
R8 2013 1,1
R8 2013 2,0
R8 2013 3,1
R8 2014 1,0
R8 2014 2,0
R8 2014 3,0
R8 2015 1,0
R8 2015 2,1
R8 2015 3,0
R9 2006 1,0
R9 2006 2,1
R9 2006 3,0
R9 2006 4,1
R9 2006 5,0
R9 2007 1,1
R9 2007 2,1
R9 2007 3,1
R9 2008 1,0
R9 2008 2,0
R9 2008 3,0
R9 2009 1,1
R9 2009 2,1
R9 2009 3,0
